orderitem_id,order_id,product_id,quantity,unit_price,discount,tax,shipping_cost,total_amount
53464,ORD0053464,P00011,5,309.43,0.15,105.21,6.66,1426.95
53465,ORD0053465,P00015,5,544.82,0,326.89,14.72,3065.71
53466,ORD0053466,P00019,3,281.35,0,67.52,14.17,925.74
53467,ORD0053467,P00014,3,41.64,0.15,5.31,4.08,115.57
53468,ORD0053468,P00046,5,345.64,0.1,279.97,5.24,1840.59
53469,ORD0053469,P00015,4,60.81,0.1,10.95,6.24,236.11
53470,ORD0053470,P00018,5,176.15,0.1,39.63,7.11,839.42
53471,ORD0053471,P00008,4,476.23,0.1,0,2.69,1717.12
53472,ORD0053472,P00029,3,476.16,0.05,162.85,14.07,1533.98
53473,ORD0053473,P00033,2,280.05,0.05,63.85,4.68,600.62
53474,ORD0053474,P00006,5,137.4,0,123.66,13.13,823.79
53475,ORD0053475,P00038,5,149.97,0.05,35.62,8.5,756.48
53476,ORD0053476,P00013,5,486.27,0.1,109.41,1.44,2299.06
53477,ORD0053477,P00001,1,53.16,0,2.66,14.64,70.46
53478,ORD0053478,P00048,3,56.93,0.15,7.26,7.39,159.82
53479,ORD0053479,P00012,4,552.43,0,265.17,0.48,2475.37
53480,ORD0053480,P00029,3,323.54,0,116.47,1.71,1088.8
53481,ORD0053481,P00027,5,506.5,0.1,0,8.13,2287.38
53482,ORD0053482,P00047,4,208.04,0,66.57,6.81,905.54
53483,ORD0053483,P00034,3,533.26,0,0,6.85,1606.63
53484,ORD0053484,P00013,3,382.26,0.2,110.09,13.54,1041.05
53485,ORD0053485,P00016,4,158.02,0.05,30.02,10.66,641.16
53486,ORD0053486,P00037,2,394.8,0.2,113.7,11.97,757.35
53487,ORD0053487,P00035,5,372.76,0,223.66,7.5,2094.96
53488,ORD0053488,P00008,1,368.55,0,0,0.04,368.59
53489,ORD0053489,P00003,1,518.61,0,25.93,12.09,556.63
53490,ORD0053490,P00014,2,289.34,0,28.93,5.4,613.01
53491,ORD0053491,P00050,2,571.23,0.05,54.27,9.63,1149.24
53492,ORD0053492,P00029,4,369.68,0.25,55.45,6.64,1171.13
53493,ORD0053493,P00031,4,343.88,0.1,61.9,4.61,1304.48
53494,ORD0053494,P00044,2,414.73,0.05,141.84,3.95,933.78
53495,ORD0053495,P00045,4,28.03,0,8.97,2,123.09
53496,ORD0053496,P00047,2,522.39,0.05,178.66,2.18,1173.38
53497,ORD0053497,P00035,4,240.92,0,77.09,14.78,1055.55
53498,ORD0053498,P00031,1,42.79,0.2,6.16,7.72,48.11
53499,ORD0053499,P00039,4,95.37,0.25,14.31,1.79,302.21
53500,ORD0053500,P00040,1,133.11,0.05,6.32,6.28,139.05
53501,ORD0053501,P00014,3,91.51,0.1,44.47,6.9,298.45
53502,ORD0053502,P00030,5,501.3,0.05,285.74,12.11,2679.02
53503,ORD0053503,P00019,5,161.67,0,64.67,8.95,881.97
53504,ORD0053504,P00030,4,570.91,0.05,108.47,6.97,2284.9
53505,ORD0053505,P00010,1,467.03,0.2,18.68,10.45,402.75
53506,ORD0053506,P00036,4,504.46,0.1,0,1.39,1817.45
53507,ORD0053507,P00047,3,214.27,0,32.14,6.48,681.43
53508,ORD0053508,P00023,1,564.16,0,67.7,3.6,635.46
53509,ORD0053509,P00004,3,314.12,0,47.12,12.37,1001.85
53510,ORD0053510,P00009,2,583.65,0.2,74.71,1.6,1010.15
53511,ORD0053511,P00009,5,79.95,0.1,0,0.95,360.72
53512,ORD0053512,P00047,4,486.52,0.1,140.12,2.83,1894.42
53513,ORD0053513,P00002,4,136.46,0.15,83.51,8.2,555.67
53514,ORD0053514,P00034,4,113.46,0,36.31,2.47,492.62
53515,ORD0053515,P00028,5,507.42,0,202.97,7.03,2747.1
53516,ORD0053516,P00032,4,584.57,0,280.59,4.46,2623.33
53517,ORD0053517,P00004,3,391.65,0.1,190.34,1.11,1248.9
53518,ORD0053518,P00019,4,365.47,0,116.95,14.14,1592.97
53519,ORD0053519,P00017,4,127.74,0.1,36.79,6.65,503.3
53520,ORD0053520,P00029,4,65.01,0,20.8,0.19,281.03
53521,ORD0053521,P00029,3,294.45,0,44.17,13.23,940.75
53522,ORD0053522,P00038,5,205.21,0.1,46.17,0.2,969.82
53523,ORD0053523,P00007,1,89.99,0.25,5.4,6.55,79.44
53524,ORD0053524,P00010,2,519.82,0,0,7.6,1047.24
53525,ORD0053525,P00003,4,388.96,0.25,58.34,6.79,1232.01
53526,ORD0053526,P00045,5,200.22,0,120.13,0.4,1121.63
53527,ORD0053527,P00018,1,384.02,0.05,29.19,8.98,402.99
53528,ORD0053528,P00047,3,165.32,0.2,71.42,9.42,477.61
53529,ORD0053529,P00018,5,338.79,0,135.52,7.65,1837.12
53530,ORD0053530,P00021,5,429.1,0,107.28,12.12,2264.9
53531,ORD0053531,P00030,3,253.36,0.3,42.56,10.51,585.13
53532,ORD0053532,P00038,1,98.55,0.05,11.23,10.63,115.48
53533,ORD0053533,P00031,3,563.24,0.1,182.49,1.94,1705.18
53534,ORD0053534,P00025,1,251.12,0.1,11.3,3.31,240.62
53535,ORD0053535,P00018,1,255.37,0,12.77,3.4,271.54
53536,ORD0053536,P00021,4,214.87,0,103.14,13.52,976.14
53537,ORD0053537,P00044,3,63.54,0.15,19.44,8.09,189.56
53538,ORD0053538,P00019,2,24.82,0,2.48,2.51,54.63
53539,ORD0053539,P00014,4,334.81,0.05,0,5.74,1278.02
53540,ORD0053540,P00007,1,352.52,0.2,22.56,3.82,308.4
53541,ORD0053541,P00014,3,73.09,0.1,23.68,5.3,226.32
53542,ORD0053542,P00014,3,318.87,0.05,109.05,6.05,1023.88
53543,ORD0053543,P00048,5,532.11,0,212.84,1.73,2875.12
53544,ORD0053544,P00021,2,221.2,0.2,17.7,9.34,380.96
53545,ORD0053545,P00042,1,31.49,0,2.52,5.01,39.02
53546,ORD0053546,P00050,2,182.1,0.05,17.3,1.2,364.49
53547,ORD0053547,P00047,5,337.77,0,0,2.18,1691.03
53548,ORD0053548,P00012,1,449.57,0.2,28.77,7.01,395.44
53549,ORD0053549,P00008,4,487.67,0.15,298.45,13.09,1969.62
53550,ORD0053550,P00007,3,201.75,0,48.42,5.48,659.15
53551,ORD0053551,P00041,4,33.06,0,0,6.14,138.38
53552,ORD0053552,P00030,2,292.61,0,29.26,12.92,627.4
53553,ORD0053553,P00027,1,452,0,36.16,6.43,494.59
53554,ORD0053554,P00025,2,323.78,0,32.38,10.12,690.06
53555,ORD0053555,P00023,4,383.47,0.2,98.17,0.75,1326.02
53556,ORD0053556,P00028,2,533.69,0,53.37,7.95,1128.7
53557,ORD0053557,P00016,2,439.15,0.2,56.21,14.4,773.25
53558,ORD0053558,P00025,4,238.39,0,114.43,3.42,1071.41
53559,ORD0053559,P00017,1,237.31,0.05,11.27,0.71,237.42
53560,ORD0053560,P00039,2,546.4,0.05,124.58,4.36,1167.1
53561,ORD0053561,P00042,4,393.35,0,78.67,8.66,1660.73
53562,ORD0053562,P00035,3,380.3,0.05,54.19,10.64,1148.69
53563,ORD0053563,P00002,2,221.01,0,22.1,7.65,471.77
53564,ORD0053564,P00028,4,234.53,0,112.57,6.4,1057.09
53565,ORD0053565,P00007,4,559.48,0.15,228.27,13.29,2143.79
53566,ORD0053566,P00027,1,257.69,0.1,18.55,1.23,251.7
53567,ORD0053567,P00022,5,496.76,0.15,105.56,1.29,2218.08
53568,ORD0053568,P00049,4,327.06,0.05,62.14,0.71,1305.68
53569,ORD0053569,P00040,1,27.89,0.05,3.18,0.65,30.33
53570,ORD0053570,P00020,1,91.39,0,10.97,3.2,105.56
53571,ORD0053571,P00024,5,222.84,0.05,127.02,12.08,1197.59
53572,ORD0053572,P00017,4,421.34,0.15,71.63,7.38,1511.57
53573,ORD0053573,P00033,3,100.41,0.15,46.09,8.83,310.97
53574,ORD0053574,P00001,5,158.49,0,63.4,3.79,859.64
53575,ORD0053575,P00036,3,241.19,0.15,30.75,1.26,647.04
53576,ORD0053576,P00044,5,36.6,0.15,12.44,9.24,177.23
53577,ORD0053577,P00040,5,241.99,0.3,42.35,0.91,890.22
53578,ORD0053578,P00039,1,26.28,0,1.31,6.54,34.13
53579,ORD0053579,P00006,5,358.23,0.25,107.47,0.49,1451.32
53580,ORD0053580,P00024,4,265.9,0.15,45.2,14.73,963.99
53581,ORD0053581,P00048,5,386.8,0.3,162.46,8.41,1524.67
53582,ORD0053582,P00018,4,32.32,0,10.34,2.69,142.31
53583,ORD0053583,P00001,2,229.78,0.15,0,5.31,395.94
53584,ORD0053584,P00038,1,445.06,0.3,24.92,4.27,340.73
53585,ORD0053585,P00006,3,324.11,0,116.68,12.6,1101.61
53586,ORD0053586,P00013,5,401.95,0,0,8.76,2018.51
53587,ORD0053587,P00009,1,471.41,0,56.57,14.2,542.18
53588,ORD0053588,P00044,2,433.63,0.05,41.19,9.87,874.96
53589,ORD0053589,P00023,3,94.57,0,22.7,8.8,315.21
53590,ORD0053590,P00017,1,492.7,0.2,19.71,6.56,420.43
53591,ORD0053591,P00028,2,256.31,0.15,52.29,2.65,490.67
53592,ORD0053592,P00001,5,545.27,0,490.74,0.01,3217.1
53593,ORD0053593,P00018,1,169.63,0.1,18.32,5.55,176.54
53594,ORD0053594,P00020,2,339.35,0.1,30.54,5.45,646.82
53595,ORD0053595,P00036,4,484.13,0.05,220.76,6.07,2066.52
53596,ORD0053596,P00026,5,366.03,0.15,77.78,12.67,1646.08
53597,ORD0053597,P00045,5,280.77,0.05,66.68,7.9,1408.24
53598,ORD0053598,P00012,3,469.76,0,169.11,8.77,1587.16
53599,ORD0053599,P00006,2,102.24,0.3,7.16,2.42,152.72
53600,ORD0053600,P00013,4,255.72,0,51.14,14.93,1088.95
53601,ORD0053601,P00009,3,130.73,0,19.61,1.89,413.69
53602,ORD0053602,P00006,3,245.03,0.25,27.57,9.45,588.34
53603,ORD0053603,P00011,2,395.8,0,63.33,6.73,861.66
53604,ORD0053604,P00038,4,376.51,0,120.48,10.71,1637.23
53605,ORD0053605,P00007,4,281.69,0.05,53.52,7.12,1131.06
53606,ORD0053606,P00004,5,114.76,0.3,48.2,2.09,451.95
53607,ORD0053607,P00004,5,154.54,0.25,46.36,10.25,636.14
53608,ORD0053608,P00044,5,461.49,0,184.6,2.24,2494.29
53609,ORD0053609,P00020,2,131.4,0.05,44.94,14.6,309.2
53610,ORD0053610,P00012,1,137.92,0,6.9,2.58,147.4
53611,ORD0053611,P00021,4,587.88,0,423.27,11.51,2786.3
53612,ORD0053612,P00047,3,301.14,0.1,65.05,7.17,885.3
53613,ORD0053613,P00007,1,450.35,0.3,25.22,1.51,341.98
53614,ORD0053614,P00041,3,135.94,0.25,24.47,14.56,344.9
53615,ORD0053615,P00048,5,76.79,0,46.07,6.63,436.65
53616,ORD0053616,P00029,5,167.1,0.1,60.16,4.35,816.46
53617,ORD0053617,P00010,5,178.34,0.05,101.65,12.13,960.9
53618,ORD0053618,P00030,3,118.38,0.15,0,5.2,307.07
53619,ORD0053619,P00043,5,473.16,0.2,94.63,14.04,2001.31
53620,ORD0053620,P00016,4,276.75,0,88.56,2.29,1197.85
53621,ORD0053621,P00006,3,310.03,0.3,52.09,13.78,716.93
53622,ORD0053622,P00032,5,211.31,0.25,142.63,5.74,940.78
53623,ORD0053623,P00001,3,425.24,0.1,57.41,0.54,1206.1
53624,ORD0053624,P00024,3,470.9,0.05,107.37,5.36,1454.79
53625,ORD0053625,P00009,1,399.58,0.05,18.98,5.88,404.46
53626,ORD0053626,P00002,3,565.7,0,135.77,14.72,1847.59
53627,ORD0053627,P00042,1,343.7,0.1,24.75,7.13,341.21
53628,ORD0053628,P00026,1,423.02,0.05,32.15,4.85,438.87
53629,ORD0053629,P00009,3,307.79,0.1,41.55,11.56,884.14
53630,ORD0053630,P00033,2,488.39,0.05,74.24,5.07,1007.25
53631,ORD0053631,P00047,3,537.98,0.3,56.49,2.95,1189.2
53632,ORD0053632,P00005,3,109.87,0.05,56.36,1.38,370.87
53633,ORD0053633,P00018,1,368.59,0,29.49,2.08,400.16
53634,ORD0053634,P00027,4,464.84,0,148.75,6.54,2014.65
53635,ORD0053635,P00019,4,292.6,0.05,88.95,12.6,1213.43
53636,ORD0053636,P00017,1,504.24,0,90.76,6.88,601.88
53637,ORD0053637,P00016,1,142.54,0.05,24.37,4.81,164.59
53638,ORD0053638,P00046,5,547,0,328.2,3.14,3066.34
53639,ORD0053639,P00004,3,133.09,0.05,18.97,8.19,406.47
53640,ORD0053640,P00045,5,72,0.1,58.32,10.35,392.67
53641,ORD0053641,P00038,5,233.81,0,58.45,1.21,1228.71
53642,ORD0053642,P00046,1,78.45,0.15,12,1.31,79.99
53643,ORD0053643,P00013,1,346.47,0.2,33.26,0.6,311.04
53644,ORD0053644,P00008,2,378.86,0,90.93,13.77,862.42
53645,ORD0053645,P00025,3,335.73,0,80.58,7.73,1095.5
53646,ORD0053646,P00025,2,528.53,0,52.85,0.46,1110.37
53647,ORD0053647,P00049,2,462.24,0.05,70.26,1.52,950.04
53648,ORD0053648,P00028,3,525.03,0.05,119.71,9.69,1625.74
53649,ORD0053649,P00011,5,141.61,0,84.97,14.02,807.04
53650,ORD0053650,P00042,5,472.5,0.05,269.32,0.46,2514.16
53651,ORD0053651,P00044,2,313.32,0,50.13,8.76,685.53
53652,ORD0053652,P00033,3,269.78,0,64.75,3.67,877.76
53653,ORD0053653,P00022,3,81.25,0,12.19,10.83,266.77
53654,ORD0053654,P00044,2,380.66,0,38.07,11.22,810.61
53655,ORD0053655,P00015,3,593.27,0.05,304.35,3.11,1998.28
53656,ORD0053656,P00028,3,530.82,0,127.4,8.31,1728.17
53657,ORD0053657,P00006,2,459.91,0.15,39.09,2.09,823.03
53658,ORD0053658,P00033,2,284.23,0.1,61.39,3.13,576.13
53659,ORD0053659,P00036,1,386.17,0,46.34,7.66,440.17
53660,ORD0053660,P00032,4,360.65,0.25,54.1,6.57,1142.62
53661,ORD0053661,P00025,1,203.92,0,24.47,14.74,243.13
53662,ORD0053662,P00012,5,315.78,0.2,151.57,3.42,1418.11
53663,ORD0053663,P00030,4,391.81,0,125.38,4.42,1697.04
53664,ORD0053664,P00010,1,496.75,0,24.84,13.45,535.04
53665,ORD0053665,P00050,3,16.37,0,5.89,5.85,60.85
53666,ORD0053666,P00029,4,450.05,0.2,115.21,0.96,1556.33
53667,ORD0053667,P00022,4,586.3,0.25,0,5.6,1764.5
53668,ORD0053668,P00014,4,367.47,0,176.39,8.01,1654.28
53669,ORD0053669,P00030,1,368.31,0,66.3,12.02,446.63
53670,ORD0053670,P00010,2,469.35,0.15,63.83,2.45,864.18
53671,ORD0053671,P00042,3,211.87,0.05,72.46,10.93,687.22
53672,ORD0053672,P00042,4,199.08,0.15,54.15,4.96,735.98
53673,ORD0053673,P00038,1,103.52,0,8.28,10.57,122.37
53674,ORD0053674,P00006,1,179.6,0,14.37,4.18,198.15
53675,ORD0053675,P00048,5,476.02,0.1,257.05,0.36,2399.5
53676,ORD0053676,P00041,1,377.83,0.05,0,5.06,364
53677,ORD0053677,P00002,1,569.04,0,0,4.75,573.79
53678,ORD0053678,P00022,2,208.94,0.15,42.62,8.39,406.21
53679,ORD0053679,P00032,5,68.57,0.1,24.69,1.46,334.72
53680,ORD0053680,P00044,3,360.44,0.25,64.88,14.88,890.75
53681,ORD0053681,P00007,3,96.18,0.05,0,12.56,286.67
53682,ORD0053682,P00007,4,193,0.05,88.01,12.21,833.62
53683,ORD0053683,P00002,4,178.19,0.05,0,2.29,679.41
53684,ORD0053684,P00001,5,348.66,0.2,167.36,12.59,1574.59
53685,ORD0053685,P00007,4,73.22,0.05,13.91,5.01,297.16
53686,ORD0053686,P00008,1,390.47,0,19.52,2.4,412.39
53687,ORD0053687,P00047,4,61.26,0,0,7.56,252.6
53688,ORD0053688,P00046,3,588.22,0,0,3.61,1768.27
53689,ORD0053689,P00050,4,483.19,0.15,82.14,4.18,1729.17
53690,ORD0053690,P00024,1,440.03,0.05,20.9,9.67,448.6
53691,ORD0053691,P00045,2,301.5,0,72.36,9.19,684.55
53692,ORD0053692,P00038,1,433.62,0.15,18.43,11.34,398.35
53693,ORD0053693,P00018,1,237.76,0.3,8.32,1.76,176.51
53694,ORD0053694,P00011,4,189.28,0.1,34.07,14.56,730.04
53695,ORD0053695,P00044,3,199.77,0.2,38.36,12.95,530.76
53696,ORD0053696,P00009,1,567.28,0,45.38,8.25,620.91
53697,ORD0053697,P00041,4,504.47,0.2,129.14,0.64,1744.08
53698,ORD0053698,P00022,4,219.15,0,43.83,9.41,929.84
53699,ORD0053699,P00007,2,327.49,0,32.75,10,697.73
53700,ORD0053700,P00050,3,74.15,0.05,10.57,2.93,224.83
53701,ORD0053701,P00047,2,478.55,0,47.86,9.04,1014
53702,ORD0053702,P00048,1,95.16,0,7.61,14.47,117.24
53703,ORD0053703,P00036,4,261.87,0,188.55,12.88,1248.91
53704,ORD0053704,P00046,5,483.26,0,120.82,5.34,2542.46
53705,ORD0053705,P00042,5,430.53,0,258.32,12.03,2423
53706,ORD0053706,P00024,4,219.17,0.15,37.26,7.48,789.92
53707,ORD0053707,P00036,3,49.02,0.1,10.59,0.35,143.29
53708,ORD0053708,P00046,5,126.53,0.1,102.49,7.92,679.8
53709,ORD0053709,P00010,3,250.75,0.1,81.24,5.46,763.72
53710,ORD0053710,P00021,5,146.51,0,36.63,14.44,783.62
53711,ORD0053711,P00001,3,195.93,0.05,0,5.91,564.31
53712,ORD0053712,P00026,3,516.06,0.05,117.66,2.99,1591.42
53713,ORD0053713,P00010,3,430.01,0.1,92.88,13.84,1267.75
53714,ORD0053714,P00038,3,473.64,0.05,67.49,2.45,1419.81
53715,ORD0053715,P00023,3,589.19,0,141.41,6.69,1915.67
53716,ORD0053716,P00034,4,161.95,0,51.82,10.88,710.5
53717,ORD0053717,P00011,1,225.33,0.3,7.89,4.6,170.22
53718,ORD0053718,P00025,2,287.98,0.05,27.36,2.14,576.66
53719,ORD0053719,P00012,3,456.68,0,109.6,13.09,1492.73
53720,ORD0053720,P00007,4,598.11,0,287.09,8,2687.53
53721,ORD0053721,P00013,4,494.75,0,98.95,6.29,2084.24
53722,ORD0053722,P00029,3,97.76,0.2,18.77,6.05,259.44
53723,ORD0053723,P00015,3,295.48,0.15,37.67,3.6,794.74
53724,ORD0053724,P00028,4,31.7,0.1,5.71,10.13,129.96
53725,ORD0053725,P00033,2,323.28,0,32.33,11.44,690.33
53726,ORD0053726,P00006,3,412.44,0.15,84.14,12.92,1148.78
53727,ORD0053727,P00027,5,146.22,0.15,49.71,7.51,678.66
53728,ORD0053728,P00011,5,356.12,0,89.03,8.31,1877.94
53729,ORD0053729,P00003,4,388.66,0.1,111.93,0.8,1511.91
53730,ORD0053730,P00032,1,10.65,0.05,0.51,6.74,17.37
53731,ORD0053731,P00006,5,368.98,0.2,73.8,10.28,1560
53732,ORD0053732,P00007,1,581.48,0.05,44.19,6.25,602.85
53733,ORD0053733,P00044,1,519,0,25.95,11.32,556.27
53734,ORD0053734,P00002,2,121.35,0.15,16.5,6.37,229.16
53735,ORD0053735,P00024,4,250.68,0,50.14,13.92,1066.78
53736,ORD0053736,P00002,5,348.67,0.1,78.45,13.91,1661.38
53737,ORD0053737,P00047,1,12,0.05,2.05,1.05,14.5
53738,ORD0053738,P00043,5,367.35,0.1,82.65,12.83,1748.56
53739,ORD0053739,P00050,1,310.17,0.05,14.73,6.92,316.31
53740,ORD0053740,P00048,5,527.77,0.25,98.96,1.89,2079.99
53741,ORD0053741,P00034,2,25.89,0,9.32,11.99,73.09
53742,ORD0053742,P00016,2,109.5,0.1,0,2.69,199.79
53743,ORD0053743,P00042,1,404.83,0.1,29.15,11.52,405.02
53744,ORD0053744,P00046,5,128.11,0.1,28.82,14.37,619.69
53745,ORD0053745,P00039,3,119.05,0.15,24.29,9.11,336.98
53746,ORD0053746,P00012,3,169.56,0,25.43,14.21,548.32
53747,ORD0053747,P00006,4,205.56,0.15,0,1.86,700.76
53748,ORD0053748,P00015,3,67.49,0.15,0,6.35,178.45
53749,ORD0053749,P00043,2,228.38,0.05,78.11,6.76,518.79
53750,ORD0053750,P00005,3,226.03,0,54.25,4.65,736.99
53751,ORD0053751,P00007,4,283.74,0.2,45.4,3.35,956.72
53752,ORD0053752,P00020,5,183.41,0,110.05,12.96,1040.06
53753,ORD0053753,P00008,1,136.75,0,6.84,11.21,154.8
53754,ORD0053754,P00024,5,214.72,0.1,48.31,15,1029.55
53755,ORD0053755,P00015,1,559.06,0.05,26.56,2.57,560.24
53756,ORD0053756,P00010,2,262.9,0.05,0,8.57,508.08
53757,ORD0053757,P00027,2,333.73,0,120.14,5.49,793.09
53758,ORD0053758,P00019,1,239.48,0.3,13.41,0.39,181.44
53759,ORD0053759,P00035,4,565.87,0.2,144.86,14.15,1969.79
53760,ORD0053760,P00020,4,424.97,0,135.99,10.42,1846.29
53761,ORD0053761,P00012,1,409.04,0.05,19.43,13.81,421.83
53762,ORD0053762,P00042,3,468.34,0,112.4,14.25,1531.67
53763,ORD0053763,P00012,4,583.98,0.2,93.44,0.41,1962.59
53764,ORD0053764,P00008,4,570.87,0.25,137.01,13.92,1863.54
53765,ORD0053765,P00014,1,152.01,0,12.16,10.55,174.72
53766,ORD0053766,P00040,1,139.13,0.1,15.03,2.39,142.64
53767,ORD0053767,P00029,1,115.13,0.05,19.69,0.66,129.72
53768,ORD0053768,P00006,3,51.49,0.25,5.79,5.45,127.09
53769,ORD0053769,P00045,4,290.84,0.05,88.42,1.13,1194.74
53770,ORD0053770,P00036,2,574.54,0,91.93,11.14,1252.15
53771,ORD0053771,P00003,1,328.8,0.1,14.8,14.74,325.46
53772,ORD0053772,P00010,1,68.05,0.2,2.72,9.45,66.61
53773,ORD0053773,P00027,5,542.77,0.1,293.1,11.6,2747.16
53774,ORD0053774,P00003,4,361.94,0.1,104.24,3.1,1410.32
53775,ORD0053775,P00029,3,62.44,0.15,19.11,14.24,192.57
53776,ORD0053776,P00037,2,208.95,0.2,0,11.32,345.64
53777,ORD0053777,P00037,5,43.09,0,25.85,7.49,248.79
53778,ORD0053778,P00041,5,204.41,0.05,77.68,11.08,1059.71
53779,ORD0053779,P00049,1,144.2,0,17.3,1.15,162.65
53780,ORD0053780,P00041,1,493.7,0,24.68,6.52,524.9
53781,ORD0053781,P00050,4,284.01,0.15,48.28,5.44,1019.35
53782,ORD0053782,P00019,2,407.61,0,65.22,0.11,880.55
53783,ORD0053783,P00008,4,201.2,0.1,57.95,9.64,791.91
53784,ORD0053784,P00005,5,59.61,0,14.9,9.58,322.53
53785,ORD0053785,P00011,1,316.62,0.15,21.53,11.46,302.12
53786,ORD0053786,P00039,3,367.56,0.3,38.59,4.95,815.42
53787,ORD0053787,P00011,5,194.2,0,48.55,13.75,1033.3
53788,ORD0053788,P00011,5,533.64,0,320.18,5.34,2993.72
53789,ORD0053789,P00028,2,195.48,0.05,29.71,11.52,412.64
53790,ORD0053790,P00040,2,194.25,0.15,16.51,14.18,360.92
53791,ORD0053791,P00050,3,17.67,0,2.65,9.51,65.17
53792,ORD0053792,P00046,4,50.54,0,24.26,2.46,228.88
53793,ORD0053793,P00048,3,559.17,0.05,79.68,8.81,1682.12
53794,ORD0053794,P00050,4,96.71,0.1,17.41,14.1,379.67
53795,ORD0053795,P00009,1,506.41,0.15,21.52,10.25,462.22
53796,ORD0053796,P00035,1,148.87,0,11.91,9.38,170.16
53797,ORD0053797,P00050,3,200.79,0,48.19,13.08,663.64
53798,ORD0053798,P00002,3,144.46,0,52.01,7.73,493.12
53799,ORD0053799,P00004,4,389.72,0,77.94,6,1642.82
53800,ORD0053800,P00018,5,283.21,0,113.28,7.5,1536.83
53801,ORD0053801,P00050,1,10.64,0.2,0.43,3.37,12.31
53802,ORD0053802,P00035,5,85.8,0.2,61.78,9.07,414.05
53803,ORD0053803,P00008,5,183.25,0,164.92,7.61,1088.78
53804,ORD0053804,P00023,2,451.02,0.1,64.95,3.67,880.46
53805,ORD0053805,P00021,1,115.25,0,9.22,10.23,134.7
53806,ORD0053806,P00010,3,557.6,0,83.64,4.98,1761.42
53807,ORD0053807,P00024,2,76.43,0,12.23,9.22,174.31
53808,ORD0053808,P00006,1,162.63,0.05,7.72,0.32,162.54
53809,ORD0053809,P00011,1,487.17,0.15,74.54,8.04,496.67
53810,ORD0053810,P00035,3,381.65,0,57.25,9.09,1211.29
53811,ORD0053811,P00021,3,151.79,0.2,29.14,4.07,397.51
53812,ORD0053812,P00014,5,186.15,0,74.46,2.93,1008.14
53813,ORD0053813,P00037,4,472.11,0.25,70.82,14.17,1501.32
53814,ORD0053814,P00048,1,219.69,0.15,9.34,9.73,205.81
53815,ORD0053815,P00042,2,79.82,0.25,9.58,9.72,139.03
53816,ORD0053816,P00044,1,413.13,0.05,31.4,11.96,435.83
53817,ORD0053817,P00031,2,254.99,0,40.8,7.63,558.41
53818,ORD0053818,P00030,2,500.43,0.05,47.54,5.85,1004.21
53819,ORD0053819,P00015,3,314.33,0,169.74,0.48,1113.21
53820,ORD0053820,P00004,3,302.14,0.1,65.26,9.94,890.98
53821,ORD0053821,P00030,3,322.24,0.05,110.21,9.65,1038.24
53822,ORD0053822,P00043,5,443.98,0.2,88.8,12.23,1876.95
53823,ORD0053823,P00012,1,316.23,0,15.81,7.28,339.32
53824,ORD0053824,P00029,4,587.36,0.15,159.76,2.83,2159.61
53825,ORD0053825,P00040,2,187.29,0.05,17.79,3.76,377.4
53826,ORD0053826,P00004,1,315.42,0.2,20.19,9.93,282.46
53827,ORD0053827,P00047,3,503.24,0,120.78,4.32,1634.82
53828,ORD0053828,P00042,5,117.73,0.05,67.11,8.66,634.99
53829,ORD0053829,P00018,5,126.85,0,31.71,0.74,666.7
53830,ORD0053830,P00001,1,180.62,0.05,8.58,11.36,191.53
53831,ORD0053831,P00014,3,227.02,0.1,0,7.17,620.12
53832,ORD0053832,P00048,3,335.68,0,50.35,13.63,1071.02
53833,ORD0053833,P00003,1,94.31,0.05,10.75,14.56,114.9
53834,ORD0053834,P00014,5,304.27,0.05,72.26,13.67,1531.21
53835,ORD0053835,P00034,5,253.12,0.05,60.12,1.58,1264.02
53836,ORD0053836,P00031,4,487.05,0.1,140.27,12.99,1906.64
53837,ORD0053837,P00050,1,405.72,0.2,0,8.74,333.32
53838,ORD0053838,P00007,2,93.38,0,0,13.44,200.2
53839,ORD0053839,P00003,2,209.47,0.2,40.22,9.44,384.81
53840,ORD0053840,P00013,1,435.02,0,52.2,1.89,489.11
53841,ORD0053841,P00041,5,258.28,0.05,61.34,11.49,1299.66
53842,ORD0053842,P00041,2,136.52,0.1,44.23,11.99,301.96
53843,ORD0053843,P00022,4,516.04,0.05,98.05,8.28,2067.28
53844,ORD0053844,P00039,5,40.21,0.1,9.05,14.09,204.09
53845,ORD0053845,P00003,2,552.49,0,55.25,4.46,1164.69
53846,ORD0053846,P00011,4,100.38,0,32.12,3.65,437.29
53847,ORD0053847,P00035,2,106.53,0,10.65,2.84,226.55
53848,ORD0053848,P00021,5,477.74,0.05,272.31,5.48,2547.05
53849,ORD0053849,P00009,4,330.34,0.05,150.64,9.58,1415.51
53850,ORD0053850,P00033,2,500.51,0,80.08,4.29,1085.39
53851,ORD0053851,P00043,3,475.17,0.05,108.34,7.93,1470.5
53852,ORD0053852,P00014,3,38.33,0.15,0,8.75,106.49
53853,ORD0053853,P00021,5,93,0.15,19.76,6.12,421.13
53854,ORD0053854,P00049,5,124.01,0,111.61,3.72,735.38
53855,ORD0053855,P00016,4,49.57,0.1,0,9.06,187.51
53856,ORD0053856,P00025,1,104.38,0,0,3.84,108.22
53857,ORD0053857,P00019,2,139.09,0,33.38,10.02,321.58
