order_id,order_date,customer_id,seller_id,location_id,paymentmethod_id,orderstatus_id
ORD0063407,6/17/2024,CUST037126,SELL00382,36,4,1
ORD0063408,7/11/2023,CUST047404,SELL00272,18,2,1
ORD0063409,4/19/2020,CUST016718,SELL01824,6,4,1
ORD0063410,11/7/2022,CUST025467,SELL00673,93,5,1
ORD0063411,1/19/2022,CUST027935,SELL00367,14,1,4
ORD0063412,9/21/2023,CUST024036,SELL00998,8,4,1
ORD0063413,8/26/2020,CUST001569,SELL00389,17,4,1
ORD0063414,12/24/2021,CUST006879,SELL01542,37,4,4
ORD0063415,1/12/2022,CUST048111,SELL01765,18,4,3
ORD0063416,11/23/2020,CUST045564,SELL00308,66,4,1
ORD0063417,5/11/2022,CUST002943,SELL01164,2,4,5
ORD0063418,8/10/2023,CUST014523,SELL00370,18,5,1
ORD0063419,12/7/2023,CUST045824,SELL01532,27,5,1
ORD0063420,4/5/2021,CUST022980,SELL00320,53,2,1
ORD0063421,1/9/2023,CUST041977,SELL00499,2,3,1
ORD0063422,7/2/2023,CUST011371,SELL01352,6,6,1
ORD0063423,1/13/2022,CUST001666,SELL00579,42,4,1
ORD0063424,12/28/2020,CUST008025,SELL00614,45,4,4
ORD0063425,10/10/2024,CUST043161,SELL00409,10,6,4
ORD0063426,1/20/2024,CUST015266,SELL00179,18,5,1
ORD0063427,6/16/2022,CUST044263,SELL00991,61,1,1
ORD0063428,3/18/2021,CUST003572,SELL01622,59,4,1
ORD0063429,6/4/2022,CUST005477,SELL00708,17,2,1
ORD0063430,9/10/2022,CUST046261,SELL00812,45,4,1
ORD0063431,4/5/2024,CUST010265,SELL01340,3,4,1
ORD0063432,6/15/2023,CUST038653,SELL01937,99,2,1
ORD0063433,9/17/2020,CUST017046,SELL01503,45,1,1
ORD0063434,7/20/2023,CUST023973,SELL01506,29,1,1
ORD0063435,10/6/2020,CUST042113,SELL00592,16,4,1
ORD0063436,7/14/2022,CUST045216,SELL01588,6,4,1
ORD0063437,8/3/2022,CUST019440,SELL00127,29,5,1
ORD0063438,3/19/2023,CUST029135,SELL01464,9,4,1
ORD0063439,5/31/2020,CUST048432,SELL00276,19,2,1
ORD0063440,3/4/2022,CUST037582,SELL00288,27,5,1
ORD0063441,5/15/2024,CUST007559,SELL01833,14,6,1
ORD0063442,7/29/2024,CUST037187,SELL00169,30,6,1
ORD0063443,11/1/2022,CUST012354,SELL00653,4,5,5
ORD0063444,1/14/2020,CUST026359,SELL00933,18,2,1
ORD0063445,3/14/2024,CUST023925,SELL01032,9,5,1
ORD0063446,4/14/2024,CUST014628,SELL01858,30,3,4
ORD0063447,8/8/2022,CUST038493,SELL00281,42,2,2
ORD0063448,5/16/2022,CUST046154,SELL01443,9,3,5
ORD0063449,3/20/2021,CUST034061,SELL01838,42,1,1
ORD0063450,9/3/2023,CUST024565,SELL00514,14,4,1
ORD0063451,3/9/2022,CUST005607,SELL01117,17,1,4
ORD0063452,1/1/2022,CUST003316,SELL01943,27,4,1
ORD0063453,8/25/2020,CUST017529,SELL01131,21,2,1
ORD0063454,6/22/2021,CUST012262,SELL01111,36,3,1
ORD0063455,2/7/2022,CUST025004,SELL01138,6,1,1
ORD0063456,3/19/2022,CUST003794,SELL00067,37,5,4
ORD0063457,8/4/2024,CUST048190,SELL00119,29,3,1
ORD0063458,1/31/2022,CUST047044,SELL01290,46,5,1
ORD0063459,3/14/2020,CUST037551,SELL01716,20,5,1
ORD0063460,12/28/2023,CUST044233,SELL00982,9,6,1
ORD0063461,8/14/2023,CUST013298,SELL01237,15,5,1
ORD0063462,9/30/2024,CUST009379,SELL00622,18,1,1
ORD0063463,10/22/2020,CUST027955,SELL01704,82,1,5
ORD0063464,1/14/2020,CUST011749,SELL01048,23,4,1
ORD0063465,9/3/2021,CUST041866,SELL01486,18,2,1
ORD0063466,6/14/2024,CUST041729,SELL01285,7,3,4
ORD0063467,1/29/2021,CUST029954,SELL00869,13,4,1
ORD0063468,7/9/2020,CUST029285,SELL01748,3,6,4
ORD0063469,3/27/2022,CUST004741,SELL01777,45,2,1
ORD0063470,12/15/2023,CUST038239,SELL01012,6,2,1
ORD0063471,4/15/2020,CUST027431,SELL00501,40,2,1
ORD0063472,11/18/2023,CUST022172,SELL01825,20,5,1
ORD0063473,1/1/2024,CUST033095,SELL00721,63,6,1
ORD0063474,1/7/2020,CUST012339,SELL00243,37,5,1
ORD0063475,1/9/2023,CUST024692,SELL00998,13,5,1
ORD0063476,2/3/2022,CUST043824,SELL01900,18,2,1
ORD0063477,10/13/2021,CUST010226,SELL00244,73,4,1
ORD0063478,4/29/2021,CUST041648,SELL01819,18,5,1
ORD0063479,10/12/2023,CUST046912,SELL01409,9,1,1
ORD0063480,8/27/2023,CUST039895,SELL00845,50,4,1
ORD0063481,7/20/2022,CUST012800,SELL00748,14,4,1
ORD0063482,5/20/2021,CUST040646,SELL01329,23,1,1
ORD0063483,6/2/2021,CUST009649,SELL00182,15,1,1
ORD0063484,8/14/2024,CUST032649,SELL01364,23,4,1
ORD0063485,3/12/2022,CUST016673,SELL00907,23,4,1
ORD0063486,7/19/2024,CUST025192,SELL00358,6,4,1
ORD0063487,3/24/2021,CUST039902,SELL00271,19,1,1
ORD0063488,10/11/2020,CUST006782,SELL00170,36,4,4
ORD0063489,7/29/2023,CUST031164,SELL01627,30,3,1
ORD0063490,3/14/2020,CUST009617,SELL01294,23,4,1
ORD0063491,2/14/2020,CUST002178,SELL01024,21,3,4
ORD0063492,4/1/2024,CUST010510,SELL00364,29,2,1
ORD0063493,1/14/2022,CUST010064,SELL00049,36,5,1
ORD0063494,11/6/2021,CUST003749,SELL00496,42,5,1
ORD0063495,1/20/2024,CUST011241,SELL01204,37,4,1
ORD0063496,7/28/2021,CUST037405,SELL01772,19,4,1
ORD0063497,12/1/2023,CUST009070,SELL00633,26,4,1
ORD0063498,4/2/2020,CUST040410,SELL01635,23,4,4
ORD0063499,11/17/2020,CUST030227,SELL01989,9,4,1
ORD0063500,4/10/2021,CUST012434,SELL01938,88,6,4
ORD0063501,8/26/2021,CUST015324,SELL00904,3,2,1
ORD0063502,6/3/2022,CUST006876,SELL00573,9,4,1
ORD0063503,10/3/2022,CUST022687,SELL00693,30,4,4
ORD0063504,7/7/2021,CUST012684,SELL00639,9,5,1
ORD0063505,1/22/2022,CUST017109,SELL01154,25,1,1
ORD0063506,11/22/2020,CUST008096,SELL01773,15,1,4
ORD0063507,11/25/2024,CUST018244,SELL00306,22,4,1
ORD0063508,5/25/2024,CUST046989,SELL01250,45,4,1
ORD0063509,12/28/2021,CUST028817,SELL00344,21,1,1
ORD0063510,5/10/2024,CUST012255,SELL00835,17,4,3
ORD0063511,8/13/2021,CUST006166,SELL01127,16,2,1
ORD0063512,12/9/2023,CUST045897,SELL00020,30,3,1
ORD0063513,3/2/2024,CUST021254,SELL00534,21,6,1
ORD0063514,4/30/2022,CUST009801,SELL00059,78,5,1
ORD0063515,3/15/2021,CUST025410,SELL00223,40,4,1
ORD0063516,7/14/2024,CUST002619,SELL01810,42,6,1
ORD0063517,12/14/2021,CUST045374,SELL01828,22,4,1
ORD0063518,3/7/2021,CUST049840,SELL00260,52,6,1
ORD0063519,8/5/2022,CUST001386,SELL01860,18,2,1
ORD0063520,11/23/2020,CUST045577,SELL00962,30,5,1
ORD0063521,7/4/2023,CUST031230,SELL01055,7,1,4
ORD0063522,7/23/2024,CUST033123,SELL01573,10,1,1
ORD0063523,5/10/2022,CUST034534,SELL01232,23,2,2
ORD0063524,4/26/2024,CUST023445,SELL00958,75,6,4
ORD0063525,1/2/2023,CUST004812,SELL00192,18,6,1
ORD0063526,6/11/2023,CUST035179,SELL01256,14,1,1
ORD0063527,3/24/2024,CUST012526,SELL00091,44,2,1
ORD0063528,4/15/2024,CUST028841,SELL00865,19,4,1
ORD0063529,6/19/2024,CUST043758,SELL00914,9,4,1
ORD0063530,7/5/2023,CUST035331,SELL01168,47,5,1
ORD0063531,12/20/2024,CUST043544,SELL01005,10,4,4
ORD0063532,8/16/2020,CUST039196,SELL00696,18,1,1
ORD0063533,6/22/2023,CUST014718,SELL00001,84,4,1
ORD0063534,12/21/2023,CUST009527,SELL00712,78,2,1
ORD0063535,9/29/2024,CUST004075,SELL01639,30,6,1
ORD0063536,1/19/2024,CUST049225,SELL00243,23,4,1
ORD0063537,1/13/2022,CUST019972,SELL01586,45,1,1
ORD0063538,2/5/2024,CUST022875,SELL00402,6,1,3
ORD0063539,9/28/2022,CUST037619,SELL01166,36,4,2
ORD0063540,3/21/2022,CUST006319,SELL00930,6,1,1
ORD0063541,5/5/2024,CUST042590,SELL00826,40,3,1
ORD0063542,10/18/2024,CUST006307,SELL01988,30,4,3
ORD0063543,6/22/2020,CUST027837,SELL00638,15,6,4
ORD0063544,1/3/2023,CUST006625,SELL00655,45,4,3
ORD0063545,1/27/2023,CUST038287,SELL00430,23,1,1
ORD0063546,5/27/2021,CUST035806,SELL01676,16,5,1
ORD0063547,2/21/2023,CUST009652,SELL00536,36,1,3
ORD0063548,2/14/2023,CUST038759,SELL01753,39,6,1
ORD0063549,9/28/2023,CUST044216,SELL00237,14,5,4
ORD0063550,9/26/2024,CUST023455,SELL01397,79,4,4
ORD0063551,6/10/2023,CUST012802,SELL00876,36,2,4
ORD0063552,5/8/2020,CUST035389,SELL00533,13,4,1
ORD0063553,1/8/2021,CUST009913,SELL00696,13,6,3
ORD0063554,5/17/2024,CUST024932,SELL00545,16,1,1
ORD0063555,8/23/2020,CUST036617,SELL01296,15,5,1
ORD0063556,1/11/2022,CUST008794,SELL00368,67,2,1
ORD0063557,7/8/2020,CUST040884,SELL00400,10,3,1
ORD0063558,9/20/2024,CUST023050,SELL01917,29,1,1
ORD0063559,6/16/2020,CUST002591,SELL00981,17,1,1
ORD0063560,6/18/2024,CUST032874,SELL00582,15,4,1
ORD0063561,8/19/2024,CUST035611,SELL00690,3,4,1
ORD0063562,10/17/2020,CUST019638,SELL00247,25,4,1
ORD0063563,9/26/2023,CUST046308,SELL01742,37,2,1
ORD0063564,11/19/2023,CUST020981,SELL00061,13,1,1
ORD0063565,2/6/2024,CUST011228,SELL00756,91,6,1
ORD0063566,5/18/2020,CUST017480,SELL00125,45,5,1
ORD0063567,4/29/2023,CUST034482,SELL01467,6,6,4
ORD0063568,7/21/2021,CUST001884,SELL00372,26,4,1
ORD0063569,3/22/2024,CUST046316,SELL01099,65,4,1
ORD0063570,12/10/2022,CUST006174,SELL01907,23,4,3
ORD0063571,9/17/2022,CUST014505,SELL00063,42,2,1
ORD0063572,4/23/2024,CUST035325,SELL00696,95,5,4
ORD0063573,10/24/2020,CUST022493,SELL01247,36,1,1
ORD0063574,12/31/2022,CUST008716,SELL01080,25,2,1
ORD0063575,9/12/2020,CUST015843,SELL00977,10,4,1
ORD0063576,11/4/2020,CUST049747,SELL01256,63,4,1
ORD0063577,3/31/2020,CUST000438,SELL01595,10,4,1
ORD0063578,5/28/2020,CUST017966,SELL00498,44,5,4
ORD0063579,11/19/2022,CUST017228,SELL01068,63,1,1
ORD0063580,4/6/2021,CUST026438,SELL00007,78,4,1
ORD0063581,9/26/2021,CUST032261,SELL01770,30,2,4
ORD0063582,11/9/2023,CUST014441,SELL01975,17,6,1
ORD0063583,11/7/2024,CUST013970,SELL00648,99,4,1
ORD0063584,12/20/2024,CUST024729,SELL01242,10,1,1
ORD0063585,9/28/2021,CUST025340,SELL00994,14,6,4
ORD0063586,10/7/2021,CUST000696,SELL00343,9,4,1
ORD0063587,6/1/2021,CUST033201,SELL00747,13,4,1
ORD0063588,10/28/2023,CUST018648,SELL01671,3,4,1
ORD0063589,5/5/2023,CUST017751,SELL01190,59,4,1
ORD0063590,7/8/2020,CUST001089,SELL01894,78,1,1
ORD0063591,11/6/2024,CUST037070,SELL01274,31,6,1
ORD0063592,3/19/2020,CUST045139,SELL01350,30,1,1
ORD0063593,4/19/2024,CUST046374,SELL00212,11,6,1
ORD0063594,3/26/2022,CUST021605,SELL01037,3,1,1
ORD0063595,3/12/2020,CUST029382,SELL01374,58,1,1
ORD0063596,2/12/2020,CUST002338,SELL00514,78,4,1
ORD0063597,3/13/2022,CUST031991,SELL01961,36,3,1
ORD0063598,3/2/2023,CUST010382,SELL00510,33,4,1
ORD0063599,12/27/2024,CUST008998,SELL00180,25,4,1
ORD0063600,2/3/2023,CUST016462,SELL01613,33,4,1
ORD0063601,8/21/2024,CUST007638,SELL01149,36,6,4
ORD0063602,12/22/2020,CUST034861,SELL00505,23,1,4
ORD0063603,1/8/2020,CUST014909,SELL01347,5,4,1
ORD0063604,12/2/2024,CUST006025,SELL01484,87,4,2
ORD0063605,9/28/2023,CUST028107,SELL00432,19,1,1
ORD0063606,3/12/2021,CUST042073,SELL01098,30,2,3
ORD0063607,3/20/2020,CUST002690,SELL00272,36,3,4
ORD0063608,4/28/2024,CUST016905,SELL00905,9,2,1
ORD0063609,11/19/2021,CUST041906,SELL01661,34,4,5
ORD0063610,11/16/2023,CUST039341,SELL01902,25,4,4
ORD0063611,7/29/2021,CUST000547,SELL01329,45,6,1
ORD0063612,6/18/2022,CUST020348,SELL00202,10,5,3
ORD0063613,10/14/2020,CUST040928,SELL00140,6,1,3
ORD0063614,2/10/2023,CUST026174,SELL01152,9,1,1
ORD0063615,8/20/2022,CUST030158,SELL01583,23,1,1
ORD0063616,12/20/2021,CUST023645,SELL01125,17,2,1
ORD0063617,8/13/2022,CUST042937,SELL00129,95,4,1
ORD0063618,8/13/2020,CUST033747,SELL00139,31,2,1
ORD0063619,9/18/2023,CUST014638,SELL01949,79,4,1
ORD0063620,12/11/2023,CUST017349,SELL00770,1,5,1
ORD0063621,10/4/2020,CUST019537,SELL00237,23,2,1
ORD0063622,6/13/2022,CUST016363,SELL00765,31,2,4
ORD0063623,12/27/2024,CUST025558,SELL00454,13,4,4
ORD0063624,3/2/2022,CUST024882,SELL01209,2,5,3
ORD0063625,10/23/2022,CUST028253,SELL01506,34,6,3
ORD0063626,6/28/2021,CUST032015,SELL00464,25,3,1
ORD0063627,4/22/2021,CUST025380,SELL00578,14,2,3
ORD0063628,12/4/2023,CUST041383,SELL01354,65,2,1
ORD0063629,8/23/2023,CUST049151,SELL00145,85,4,1
ORD0063630,5/22/2023,CUST008657,SELL00038,61,5,1
ORD0063631,11/19/2022,CUST016316,SELL01978,25,5,1
ORD0063632,2/22/2021,CUST003126,SELL01248,61,2,1
ORD0063633,4/9/2024,CUST002050,SELL00760,6,2,1
ORD0063634,11/17/2022,CUST018692,SELL00819,10,4,1
ORD0063635,8/31/2021,CUST048855,SELL01331,10,4,1
ORD0063636,3/27/2020,CUST006320,SELL00399,18,2,4
ORD0063637,11/15/2022,CUST038329,SELL01301,36,1,1
ORD0063638,4/29/2020,CUST038209,SELL01660,23,4,1
ORD0063639,12/13/2021,CUST003564,SELL00950,39,4,1
ORD0063640,1/26/2021,CUST026810,SELL01837,71,1,4
ORD0063641,10/12/2023,CUST021622,SELL00022,5,1,1
ORD0063642,12/18/2020,CUST015027,SELL00201,17,4,1
ORD0063643,1/15/2020,CUST012023,SELL00648,84,4,1
ORD0063644,10/31/2020,CUST044335,SELL00375,6,4,1
ORD0063645,7/1/2023,CUST012621,SELL01129,25,2,4
ORD0063646,9/14/2021,CUST001862,SELL01268,65,6,1
ORD0063647,6/3/2021,CUST035490,SELL01055,25,5,1
ORD0063648,5/2/2022,CUST039845,SELL01028,19,2,1
ORD0063649,10/1/2021,CUST019127,SELL00827,96,4,1
ORD0063650,4/24/2023,CUST006496,SELL01434,18,4,1
ORD0063651,1/21/2021,CUST014636,SELL00761,18,4,1
ORD0063652,6/23/2022,CUST026831,SELL01170,37,4,2
ORD0063653,3/3/2024,CUST048244,SELL00310,1,5,1
ORD0063654,1/14/2020,CUST004011,SELL01197,42,1,1
ORD0063655,6/7/2023,CUST033612,SELL01876,13,4,1
ORD0063656,3/31/2020,CUST021898,SELL00994,27,4,1
ORD0063657,11/28/2023,CUST026050,SELL00582,59,5,1
ORD0063658,3/8/2024,CUST000344,SELL00629,30,2,1
ORD0063659,1/4/2020,CUST003344,SELL01817,19,4,1
ORD0063660,10/18/2022,CUST022307,SELL00306,2,4,1
ORD0063661,8/14/2024,CUST010488,SELL01223,8,1,5
ORD0063662,5/27/2023,CUST001064,SELL00042,25,4,5
ORD0063663,5/30/2024,CUST002287,SELL00808,61,2,1
ORD0063664,3/6/2022,CUST044616,SELL01275,64,3,1
ORD0063665,8/3/2020,CUST004957,SELL01370,9,4,1
ORD0063666,3/28/2023,CUST032702,SELL00829,25,4,1
ORD0063667,11/21/2024,CUST005666,SELL01768,21,6,1
ORD0063668,5/21/2024,CUST002686,SELL00852,87,5,1
ORD0063669,10/23/2024,CUST020138,SELL00104,19,6,1
ORD0063670,12/4/2021,CUST022993,SELL00168,29,5,4
ORD0063671,12/31/2021,CUST027671,SELL01102,6,4,4
ORD0063672,10/28/2023,CUST037003,SELL01667,15,4,1
ORD0063673,1/17/2020,CUST000535,SELL00535,18,5,1
ORD0063674,5/9/2021,CUST003773,SELL00226,5,1,1
ORD0063675,6/30/2024,CUST014661,SELL00034,18,4,1
ORD0063676,1/29/2024,CUST000436,SELL01983,16,1,1
ORD0063677,3/19/2021,CUST012775,SELL00632,9,4,1
ORD0063678,10/28/2024,CUST019773,SELL00782,47,4,1
ORD0063679,1/9/2023,CUST047072,SELL00597,6,5,1
ORD0063680,2/17/2022,CUST025861,SELL00638,16,4,1
ORD0063681,6/14/2020,CUST033809,SELL00921,3,4,3
ORD0063682,12/22/2020,CUST025175,SELL01233,45,1,1
ORD0063683,8/21/2020,CUST011554,SELL00683,3,1,4
ORD0063684,3/31/2023,CUST012763,SELL01612,6,4,5
ORD0063685,6/23/2020,CUST030177,SELL00812,15,4,2
ORD0063686,8/22/2024,CUST017040,SELL01164,9,5,1
ORD0063687,10/18/2023,CUST043641,SELL00136,23,4,4
ORD0063688,10/31/2023,CUST046980,SELL01605,27,2,1
ORD0063689,11/27/2021,CUST046847,SELL01332,38,4,1
ORD0063690,4/12/2023,CUST009648,SELL01828,31,1,1
ORD0063691,8/25/2020,CUST013408,SELL01176,10,4,1
ORD0063692,4/1/2023,CUST048226,SELL01112,10,5,1
ORD0063693,9/14/2022,CUST020403,SELL01849,18,4,5
ORD0063694,10/10/2022,CUST016243,SELL00292,21,4,4
ORD0063695,6/30/2022,CUST017391,SELL00704,54,4,1
ORD0063696,6/15/2023,CUST043229,SELL00281,100,4,1
ORD0063697,6/29/2024,CUST044465,SELL00666,15,4,1
ORD0063698,9/21/2021,CUST025320,SELL00112,45,1,1
ORD0063699,6/9/2023,CUST023992,SELL01323,39,1,4
ORD0063700,8/10/2021,CUST040451,SELL01620,6,1,3
ORD0063701,3/20/2024,CUST045610,SELL00174,59,4,4
ORD0063702,10/19/2024,CUST010183,SELL00965,13,2,1
ORD0063703,3/4/2022,CUST013544,SELL01453,29,1,1
ORD0063704,7/8/2022,CUST016597,SELL01961,10,4,1
ORD0063705,6/13/2023,CUST044131,SELL00058,18,2,1
ORD0063706,9/8/2023,CUST048997,SELL00958,10,1,1
ORD0063707,4/16/2024,CUST028189,SELL01082,21,4,1
ORD0063708,2/10/2021,CUST018399,SELL00053,25,5,1
ORD0063709,6/25/2020,CUST004459,SELL01924,23,6,1
ORD0063710,3/3/2024,CUST009431,SELL01581,45,5,1
ORD0063711,4/28/2020,CUST035807,SELL00249,18,4,1
ORD0063712,4/28/2023,CUST028380,SELL00052,36,1,1
ORD0063713,9/5/2021,CUST033327,SELL00576,26,1,1
ORD0063714,12/30/2020,CUST009597,SELL01796,25,6,1
ORD0063715,4/30/2021,CUST043531,SELL01996,15,5,1
ORD0063716,1/7/2023,CUST020801,SELL00030,15,1,1
ORD0063717,11/17/2020,CUST038861,SELL00557,2,3,1
ORD0063718,5/18/2020,CUST039467,SELL01083,10,5,1
ORD0063719,9/21/2023,CUST047067,SELL00614,20,2,1
ORD0063720,11/26/2023,CUST013065,SELL00578,61,4,1
ORD0063721,6/3/2023,CUST012520,SELL00674,30,6,1
ORD0063722,7/13/2023,CUST034005,SELL00937,46,4,1
ORD0063723,11/28/2020,CUST049226,SELL01137,16,5,1
ORD0063724,8/11/2020,CUST042371,SELL00675,14,4,1
ORD0063725,7/25/2021,CUST018077,SELL00676,34,1,1
ORD0063726,2/14/2022,CUST024618,SELL01907,88,1,1
ORD0063727,8/24/2022,CUST026985,SELL00607,88,5,1
ORD0063728,5/2/2024,CUST038904,SELL00162,25,4,1
ORD0063729,8/15/2021,CUST043102,SELL00701,9,1,1
ORD0063730,3/19/2022,CUST035573,SELL01673,30,6,1
ORD0063731,9/13/2022,CUST001176,SELL00435,16,4,1
ORD0063732,10/20/2022,CUST003075,SELL00748,10,4,1
ORD0063733,3/23/2024,CUST023816,SELL01623,10,6,1
ORD0063734,5/10/2022,CUST009261,SELL00278,21,4,4
ORD0063735,6/26/2023,CUST049818,SELL01752,9,3,3
ORD0063736,11/14/2024,CUST046959,SELL01440,18,1,1
ORD0063737,8/27/2024,CUST048103,SELL00116,18,2,1
ORD0063738,12/15/2023,CUST046846,SELL01832,29,6,1
ORD0063739,7/5/2020,CUST011187,SELL00990,16,4,4
ORD0063740,9/5/2020,CUST001759,SELL00280,85,4,1
ORD0063741,2/24/2023,CUST015927,SELL01013,16,3,1
ORD0063742,1/16/2023,CUST002427,SELL01166,15,2,3
ORD0063743,12/4/2022,CUST028579,SELL01801,1,4,3
ORD0063744,12/22/2024,CUST025936,SELL01404,40,4,4
ORD0063745,10/20/2022,CUST030219,SELL00536,23,1,1
ORD0063746,9/2/2020,CUST023217,SELL00387,12,2,1
ORD0063747,7/15/2022,CUST022095,SELL01008,15,1,1
ORD0063748,12/5/2023,CUST035097,SELL00334,61,4,1
ORD0063749,5/26/2023,CUST017358,SELL00171,10,1,1
ORD0063750,12/21/2023,CUST000713,SELL00534,10,4,1
ORD0063751,1/15/2020,CUST026506,SELL00789,97,5,1
ORD0063752,11/26/2024,CUST019415,SELL00188,14,1,1
ORD0063753,4/5/2022,CUST011949,SELL00640,32,4,4
ORD0063754,11/19/2021,CUST043654,SELL01766,45,2,4
ORD0063755,9/20/2023,CUST018588,SELL01275,21,4,3
ORD0063756,12/27/2021,CUST014061,SELL00635,36,4,1
ORD0063757,6/20/2021,CUST010048,SELL00417,29,5,4
ORD0063758,5/6/2021,CUST039790,SELL01513,21,4,1
ORD0063759,10/18/2020,CUST041586,SELL00735,14,4,1
ORD0063760,4/26/2020,CUST011166,SELL00942,40,4,2
ORD0063761,8/14/2021,CUST046711,SELL00327,16,3,1
ORD0063762,11/17/2021,CUST034949,SELL01316,16,5,1
ORD0063763,1/13/2022,CUST005191,SELL00060,39,4,1
ORD0063764,2/1/2024,CUST048695,SELL01646,10,1,1
ORD0063765,8/5/2022,CUST028378,SELL00510,18,2,1
ORD0063766,4/24/2024,CUST032215,SELL01102,90,2,1
ORD0063767,11/13/2021,CUST005660,SELL00081,14,2,1
ORD0063768,9/20/2021,CUST030976,SELL00689,13,1,1
ORD0063769,9/15/2024,CUST024573,SELL01837,14,6,1
ORD0063770,8/15/2021,CUST042161,SELL00480,21,1,1
ORD0063771,1/21/2021,CUST016866,SELL01462,45,2,4
ORD0063772,5/25/2024,CUST010616,SELL00669,17,4,4
ORD0063773,10/13/2021,CUST013149,SELL00644,32,4,3
ORD0063774,7/11/2020,CUST004063,SELL00110,9,4,3
ORD0063775,9/2/2024,CUST007583,SELL00319,1,5,1
ORD0063776,4/10/2020,CUST031640,SELL00659,16,2,1
ORD0063777,12/29/2022,CUST022382,SELL01752,2,5,1
ORD0063778,4/12/2023,CUST010206,SELL01608,86,1,1
ORD0063779,3/19/2021,CUST015047,SELL00249,14,1,1
ORD0063780,9/20/2024,CUST014100,SELL00518,3,5,1
ORD0063781,3/8/2021,CUST020994,SELL01041,57,1,1
ORD0063782,5/23/2023,CUST046540,SELL00920,18,4,1
ORD0063783,6/20/2021,CUST009786,SELL00075,34,2,1
ORD0063784,8/23/2021,CUST047609,SELL01437,23,4,1
ORD0063785,7/24/2024,CUST020437,SELL00771,37,4,1
ORD0063786,12/8/2021,CUST004351,SELL00637,37,1,1
ORD0063787,11/14/2020,CUST016935,SELL00089,26,4,1
ORD0063788,8/2/2023,CUST029766,SELL01173,21,5,1
ORD0063789,8/12/2020,CUST020809,SELL01411,16,2,4
ORD0063790,10/4/2023,CUST039044,SELL00591,21,5,1
ORD0063791,1/22/2021,CUST002324,SELL01077,36,6,4
ORD0063792,4/25/2022,CUST033923,SELL00824,19,3,5
ORD0063793,9/26/2023,CUST020041,SELL01134,8,4,5
ORD0063794,8/11/2024,CUST037467,SELL01038,3,6,1
ORD0063795,3/7/2024,CUST034878,SELL00393,14,4,1
ORD0063796,3/11/2020,CUST004805,SELL00695,25,4,1
ORD0063797,2/26/2023,CUST045508,SELL00750,37,4,1
ORD0063798,3/19/2021,CUST002195,SELL00226,30,1,1
ORD0063799,8/6/2023,CUST033552,SELL01325,21,6,1
ORD0063800,8/21/2021,CUST016373,SELL01190,29,4,1
ORD0063801,1/21/2021,CUST032662,SELL01577,25,5,1
ORD0063802,1/18/2020,CUST045264,SELL00376,69,1,1
ORD0063803,4/27/2024,CUST001173,SELL01117,26,4,1
ORD0063804,1/4/2023,CUST030136,SELL00378,23,1,1
ORD0063805,7/6/2021,CUST015804,SELL01143,17,1,1
ORD0063806,5/23/2022,CUST008994,SELL01435,30,2,1
ORD0063807,10/20/2023,CUST017605,SELL00855,18,2,1
ORD0063808,7/27/2023,CUST000464,SELL01818,56,4,1
ORD0063809,10/6/2020,CUST016962,SELL01350,74,4,1
ORD0063810,2/9/2022,CUST008672,SELL00485,54,2,1
ORD0063811,1/6/2024,CUST031603,SELL01190,45,4,4
ORD0063812,8/11/2022,CUST020046,SELL01413,3,2,1
ORD0063813,11/24/2020,CUST016828,SELL00998,47,4,1
ORD0063814,4/8/2024,CUST023748,SELL01835,25,5,4
ORD0063815,5/22/2021,CUST045162,SELL01264,13,1,1
ORD0063816,3/25/2021,CUST030154,SELL00069,29,1,1
ORD0063817,10/30/2023,CUST018862,SELL01831,21,5,1
ORD0063818,8/12/2023,CUST007351,SELL00383,9,5,4
ORD0063819,2/8/2024,CUST008185,SELL01203,45,2,1
ORD0063820,4/18/2022,CUST011403,SELL01795,15,6,1
ORD0063821,1/27/2021,CUST023638,SELL00235,10,1,1
ORD0063822,4/18/2020,CUST046197,SELL01731,40,4,1
ORD0063823,12/24/2020,CUST038834,SELL01750,29,1,1
ORD0063824,8/13/2022,CUST012980,SELL01680,14,5,1
ORD0063825,7/23/2022,CUST049227,SELL00801,15,1,1
ORD0063826,8/5/2023,CUST031452,SELL00028,41,5,1
ORD0063827,12/12/2023,CUST015422,SELL01079,46,4,1
ORD0063828,11/13/2020,CUST026594,SELL01278,44,3,1
ORD0063829,12/6/2020,CUST044713,SELL01219,30,3,1
ORD0063830,9/2/2023,CUST041739,SELL01647,8,4,1
ORD0063831,12/14/2020,CUST003194,SELL00278,63,4,1
ORD0063832,1/27/2020,CUST004103,SELL01006,21,4,1
ORD0063833,9/29/2021,CUST021839,SELL01896,10,4,1
ORD0063834,2/4/2021,CUST019344,SELL01540,6,1,1
ORD0063835,11/11/2020,CUST008989,SELL01375,21,5,1
ORD0063836,9/1/2024,CUST002309,SELL01562,38,5,1
ORD0063837,5/1/2024,CUST043733,SELL00607,21,1,1
ORD0063838,1/2/2021,CUST022848,SELL01198,23,4,1
ORD0063839,12/8/2020,CUST022918,SELL01088,15,1,1
ORD0063840,11/23/2021,CUST039729,SELL00272,30,1,1
ORD0063841,10/20/2023,CUST003287,SELL00958,18,1,4
ORD0063842,6/22/2022,CUST046444,SELL00559,29,4,1
